username,department,role,event_type,hour,failed_logins_10m,denied_accesses_10m,unique_resources_30m,off_hours,role_mismatch,device_mismatch,recent_password_reset,successful_recovery,department_resource_mismatch,resource_sensitivity,recent_endpoints_used,time_since_last_event_seconds,sequence_pattern,historical_user_deviation,user_baseline_risk,repeated_resource_accesses,resource_traversal_count,label
isla,hr,Recruitment Advisor,file_access_success,17,0,0,1,0,0,0,0,0,0,3,1,1458,normal_login_access,0.154,0.16,4,3,normal
rosie,sales,Sales Support Coordinator,file_access_success,15,1,0,4,0,0,0,0,1,0,3,1,1432,routine_access,0.235,0.111,4,1,normal
alex,it,IT Manager,login_success,7,0,0,1,1,0,0,0,0,0,3,1,1252,routine_access,0.074,0.194,4,1,normal
rosie,sales,Sales Support Coordinator,login_success,16,0,0,1,0,0,0,0,0,0,2,1,571,normal_login_access,0.005,0.12,4,1,normal
ava,hr,Employee Relations Advisor,login_success,16,0,0,3,0,0,0,0,0,0,1,1,530,normal_login_access,0.158,0.116,3,1,normal
ryan,it,Network Administrator,file_access_success,11,0,0,5,0,0,0,0,0,0,2,1,169,normal_login_access,0.232,0.094,4,1,normal
chloe,hr,HR Advisor,file_access_success,13,0,0,3,0,0,0,0,0,0,2,1,1498,routine_access,0.066,0.072,1,3,normal
grace,finance,Finance Manager,login_success,12,0,0,5,0,0,0,0,0,0,3,1,738,routine_access,0.008,0.126,3,1,normal
alex,it,IT Manager,login_success,10,0,0,3,0,0,0,0,0,0,3,1,1793,normal_login_access,0.135,0.097,2,3,normal
ava,hr,Employee Relations Advisor,file_access_success,16,0,0,2,0,0,0,0,0,0,1,1,462,normal_login_access,0.192,0.144,0,1,normal
poppy,sales,Sales Administrator,login_success,13,0,0,3,0,0,0,0,0,0,1,1,1748,normal_login_access,0.186,0.188,3,1,normal
harry,hr,People Operations Administrator,login_success,11,0,0,5,0,0,0,0,0,0,2,1,642,normal_login_access,0.121,0.042,3,1,normal
lily,hr,HR Assistant,file_access_success,13,0,0,4,0,0,0,0,0,0,3,1,1378,repeated_legitimate_access,0.214,0.128,4,2,normal
adam,it,Senior IT Support Engineer,login_success,14,1,0,4,0,0,0,0,1,0,3,1,1577,normal_login_access,0.199,0.027,1,2,normal
poppy,sales,Sales Administrator,login_success,15,0,0,4,0,0,0,0,0,0,2,1,580,normal_login_access,0.018,0.19,2,2,normal
lucy,it,Monitoring and Logging Analyst,login_success,15,0,0,3,0,0,0,1,0,0,2,1,1079,normal_login_access,0.147,0.174,1,2,normal
sam,it,Junior IT Support Technician,file_access_success,17,0,0,1,0,0,0,0,0,0,3,1,1407,repeated_legitimate_access,0.082,0.181,1,2,normal
sarah,hr,HR Manager,login_success,11,1,0,3,0,0,0,0,1,0,3,1,405,normal_login_access,0.21,0.01,3,1,normal
victoria,office_admin,Office Manager,login_success,18,0,0,3,0,0,0,0,0,0,3,1,109,normal_login_access,0.197,0.016,4,2,normal
mia,hr,HR Administrator,login_success,6,0,0,5,1,0,0,0,0,0,3,2,512,normal_login_access,0.108,0.108,4,2,normal
megan,it,IT Support Engineer,login_success,16,1,1,1,0,0,0,0,1,0,2,1,577,normal_login_access,0.24,0.19,2,3,normal
adam,it,Senior IT Support Engineer,file_access_success,16,0,0,3,0,0,0,0,0,0,1,1,1773,repeated_legitimate_access,0.114,0.159,3,2,normal
alfie,sales,Sales Executive,file_access_success,12,1,0,1,0,0,0,0,1,0,2,1,1002,repeated_legitimate_access,0.146,0.088,4,1,normal
poppy,sales,Sales Administrator,file_access_success,9,1,0,1,0,0,0,0,1,0,3,1,556,normal_login_access,0.038,0.098,0,2,normal
mia,hr,HR Administrator,login_success,13,0,0,5,0,0,0,0,0,0,2,1,155,routine_access,0.086,0.006,4,3,normal
nathan,it,Senior Systems Administrator,login_success,13,0,0,3,0,0,0,0,0,0,1,1,371,repeated_legitimate_access,0.085,0.023,1,3,normal
sophie,finance,Payroll Administrator,file_access_success,15,0,0,4,0,0,0,0,0,0,2,1,821,repeated_legitimate_access,0.215,0.17,0,3,normal
alfie,sales,Sales Executive,file_access_success,15,0,1,2,0,0,0,0,0,0,2,1,239,repeated_legitimate_access,0.101,0.101,3,3,normal
sophie,finance,Payroll Administrator,login_success,13,0,0,1,0,0,0,0,0,0,3,1,441,repeated_legitimate_access,0.049,0.019,4,2,normal
lucy,it,Monitoring and Logging Analyst,login_success,13,0,0,2,0,0,0,0,0,0,3,2,87,normal_login_access,0.233,0.094,0,1,normal
victoria,office_admin,Office Manager,file_access_success,14,0,0,1,0,0,0,1,1,0,1,2,1366,routine_access,0.172,0.013,4,3,normal
daniel,finance,Senior Accountant,file_access_success,10,0,0,1,0,0,0,0,0,0,1,1,1309,repeated_legitimate_access,0.073,0.109,3,1,normal
sarah,hr,HR Manager,login_success,14,0,0,3,0,0,0,0,0,0,1,1,498,repeated_legitimate_access,0.194,0.127,4,3,normal
harry,hr,People Operations Administrator,login_success,14,0,0,4,0,0,0,0,0,0,3,1,1560,routine_access,0.158,0.085,1,1,normal
henry,sales,Account Executive,file_access_success,14,0,0,4,0,0,0,0,0,0,1,1,759,routine_access,0.019,0.136,3,2,normal
ryan,it,Network Administrator,login_success,13,1,0,2,0,0,0,0,1,0,2,1,1617,normal_login_access,0.114,0.189,1,3,normal
amelia,hr,Senior HR Advisor,file_access_success,17,0,0,5,0,0,0,0,0,0,2,2,818,normal_login_access,0.173,0.056,3,2,normal
harry,hr,People Operations Administrator,file_access_success,12,0,0,3,0,0,0,0,0,0,1,1,602,repeated_legitimate_access,0.102,0.086,0,1,normal
jack,sales,Senior Sales Executive,file_access_success,11,0,0,3,0,0,0,0,0,0,2,2,515,repeated_legitimate_access,0.244,0.13,2,3,normal
charlie,sales,Sales Support Assistant,file_access_success,9,0,0,2,0,0,0,0,0,0,3,1,296,repeated_legitimate_access,0.088,0.007,3,1,normal
mia,hr,HR Administrator,file_access_success,15,2,0,3,0,1,0,0,1,0,2,1,1766,routine_access,0.136,0.13,2,1,normal
emma,finance,Accounts Payable Assistant,login_success,13,0,0,1,0,0,0,0,0,0,2,1,817,repeated_legitimate_access,0.122,0.077,2,3,normal
callum,it,IT Support Technician,login_success,11,0,0,5,0,0,0,0,0,0,1,1,1050,normal_login_access,0.238,0.162,1,2,normal
oscar,sales,Sales Executive,login_success,9,0,0,2,0,0,0,0,0,0,2,1,852,normal_login_access,0.207,0.133,1,3,normal
nina,office_admin,Site Administrator,file_access_success,11,2,0,2,0,0,0,0,0,0,3,1,1700,routine_access,0.035,0.076,4,2,normal
erin,it,Identity and Access Administrator,login_success,9,0,1,3,0,0,0,0,0,0,1,1,1794,repeated_legitimate_access,0.001,0.029,2,1,normal
millie,sales,Account Executive,login_success,17,0,0,3,0,0,0,0,0,0,3,1,178,repeated_legitimate_access,0.016,0.178,3,2,normal
freya,sales,Sales Executive,login_success,12,0,0,2,0,0,0,0,0,0,1,1,998,routine_access,0.066,0.028,4,1,normal
zoe,it,Systems Administrator,login_success,11,0,0,5,0,0,0,0,0,0,3,1,213,normal_login_access,0.171,0.058,4,1,normal
isla,hr,Recruitment Advisor,login_success,14,0,0,3,0,0,0,0,0,0,1,1,1046,repeated_legitimate_access,0.04,0.185,4,1,normal
ella,sales,Senior Sales Executive,login_success,20,0,0,5,1,0,0,0,0,0,1,1,1007,routine_access,0.066,0.094,1,1,normal
mia,hr,HR Administrator,login_success,13,0,0,5,0,0,0,0,0,0,1,1,810,repeated_legitimate_access,0.165,0.062,1,3,normal
ella,sales,Senior Sales Executive,file_access_success,8,0,0,2,0,0,0,0,0,0,3,1,259,repeated_legitimate_access,0.135,0.139,3,3,normal
charlie,sales,Sales Support Assistant,login_success,21,0,1,2,1,0,0,0,0,0,3,1,890,repeated_legitimate_access,0.139,0.008,0,2,normal
alex,it,IT Manager,file_access_success,14,0,0,2,0,0,0,0,0,0,2,1,874,routine_access,0.129,0.07,4,1,normal
freya,sales,Sales Executive,file_access_success,14,0,0,1,0,0,0,0,0,0,1,1,1605,normal_login_access,0.066,0.144,4,2,normal
nathan,it,Senior Systems Administrator,login_success,10,0,0,1,0,0,0,0,0,0,2,1,1313,repeated_legitimate_access,0.19,0.021,4,1,normal
ben,office_admin,Deputy Office Manager,file_access_success,9,0,0,5,0,0,0,0,0,0,3,1,977,normal_login_access,0.126,0.086,2,2,normal
callum,it,IT Support Technician,file_access_success,18,0,0,1,1,0,0,1,1,0,3,1,1012,routine_access,0.207,0.158,1,1,normal
harry,hr,People Operations Administrator,file_access_success,14,0,0,5,0,0,0,0,0,0,3,1,148,repeated_legitimate_access,0.168,0.111,3,2,normal
alex,it,IT Manager,login_success,17,0,0,5,0,0,0,0,0,0,1,1,320,repeated_legitimate_access,0.112,0.101,2,1,normal
nathan,it,Senior Systems Administrator,file_access_success,10,0,0,2,0,0,0,0,0,0,3,1,1778,repeated_legitimate_access,0.023,0.025,4,2,normal
ella,sales,Senior Sales Executive,file_access_success,13,0,0,1,0,0,0,0,0,0,3,1,1186,routine_access,0.034,0.08,0,2,normal
daisy,sales,Business Development Executive,login_success,15,0,0,1,0,0,0,0,0,0,2,1,1453,normal_login_access,0.249,0.2,3,2,normal
erin,it,Identity and Access Administrator,file_access_success,11,0,0,2,0,0,0,0,0,0,1,1,1043,normal_login_access,0.085,0.191,4,3,normal
owen,it,Endpoint Administrator,file_access_success,12,0,0,4,0,0,0,0,0,0,1,1,510,routine_access,0.194,0.137,0,2,normal
lily,hr,HR Assistant,login_success,12,0,0,4,0,0,0,1,1,0,1,1,485,routine_access,0.096,0.006,1,1,normal
harry,hr,People Operations Administrator,login_success,16,0,0,2,0,0,0,0,0,0,2,1,294,repeated_legitimate_access,0.193,0.069,1,2,normal
ryan,it,Network Administrator,login_success,11,0,0,1,0,0,0,0,0,0,2,1,52,routine_access,0.083,0.07,2,1,normal
hannah,it,Security Administrator,file_access_success,13,0,0,4,0,0,0,0,0,0,2,1,1154,routine_access,0.214,0.111,4,1,normal
victoria,office_admin,Office Manager,file_access_success,10,0,0,5,0,0,0,0,0,0,1,1,1791,routine_access,0.013,0.074,1,2,normal
lucas,sales,Sales Manager,file_access_success,10,0,0,3,0,0,0,0,0,0,3,1,1277,repeated_legitimate_access,0.197,0.083,2,3,normal
daisy,sales,Business Development Executive,file_access_success,17,0,0,1,0,0,0,0,0,0,3,1,1543,repeated_legitimate_access,0.138,0.18,0,3,normal
sophie,finance,Payroll Administrator,login_success,13,0,1,2,0,0,0,0,0,0,2,1,1150,repeated_legitimate_access,0.042,0.08,1,2,normal
daniel,finance,Senior Accountant,login_success,10,0,0,3,0,0,0,0,0,0,3,1,480,normal_login_access,0.11,0.041,0,2,normal
adam,it,Senior IT Support Engineer,login_success,17,0,0,1,0,0,0,0,0,0,3,1,1523,routine_access,0.031,0.165,0,2,normal
noah,finance,Credit Controller,file_access_success,11,0,0,4,0,0,0,0,0,0,3,1,1714,repeated_legitimate_access,0.144,0.126,0,3,normal
nathan,it,Senior Systems Administrator,file_access_success,16,0,0,2,0,0,0,0,0,0,2,1,125,normal_login_access,0.028,0.101,0,1,normal
jack,sales,Senior Sales Executive,file_access_success,18,0,1,2,0,0,0,0,0,0,1,1,841,normal_login_access,0.102,0.089,4,2,normal
leo,hr,Learning and Development Coordinator,login_success,17,0,0,4,0,0,0,0,0,0,3,1,196,repeated_legitimate_access,0.064,0.185,0,3,normal
freya,sales,Sales Executive,file_access_success,12,0,0,2,0,0,0,0,0,0,2,1,1473,normal_login_access,0.136,0.199,4,3,normal
leo,hr,Learning and Development Coordinator,login_success,13,0,0,3,0,0,0,0,0,0,3,1,1673,repeated_legitimate_access,0.107,0.098,4,2,normal
owen,it,Endpoint Administrator,file_access_success,15,0,0,5,0,0,0,0,0,0,2,1,451,repeated_legitimate_access,0.11,0.078,0,3,normal
liam,finance,Finance Assistant,file_access_success,16,0,0,1,0,0,0,0,0,1,2,1,916,repeated_legitimate_access,0.005,0.09,1,1,normal
liam,finance,Finance Assistant,login_success,18,0,1,3,0,0,0,0,0,0,3,1,1063,routine_access,0.238,0.08,3,1,normal
ryan,it,Network Administrator,file_access_success,9,0,0,2,0,0,0,0,0,0,3,1,1224,repeated_legitimate_access,0.037,0.017,0,3,normal
lucas,sales,Sales Manager,file_access_success,8,0,0,4,0,0,0,0,0,0,3,1,1090,normal_login_access,0.193,0.054,2,2,normal
theo,sales,Junior Sales Executive,file_access_success,11,0,0,5,0,0,0,0,0,0,1,1,1220,routine_access,0.214,0.043,3,3,normal
callum,it,IT Support Technician,file_access_success,12,1,0,2,0,0,0,0,0,0,1,1,1273,repeated_legitimate_access,0.032,0.061,2,1,normal
archie,hr,HR Assistant,login_success,14,0,0,5,0,0,0,0,0,0,3,1,1626,repeated_legitimate_access,0.236,0.032,1,2,normal
alex,it,IT Manager,login_success,15,0,0,1,0,0,0,0,0,0,2,1,990,routine_access,0.104,0.058,3,3,normal
mason,hr,Recruitment Coordinator,login_success,18,0,0,5,0,0,0,1,1,0,1,1,457,normal_login_access,0.135,0.072,0,1,normal
grace,finance,Finance Manager,login_success,6,1,0,2,1,0,0,0,0,0,1,1,739,routine_access,0.0,0.097,3,3,normal
emma,finance,Accounts Payable Assistant,file_access_success,9,0,0,4,0,0,0,0,0,0,3,1,152,normal_login_access,0.248,0.122,1,1,normal
noah,finance,Credit Controller,login_success,16,0,0,4,0,0,0,0,0,0,2,1,978,repeated_legitimate_access,0.126,0.011,4,3,normal
millie,sales,Account Executive,file_access_success,9,0,0,2,0,0,0,0,0,0,3,1,1710,normal_login_access,0.218,0.199,4,2,normal
ella,sales,Senior Sales Executive,file_access_success,13,0,0,4,0,0,0,0,0,0,3,1,904,repeated_legitimate_access,0.047,0.144,1,2,normal
rosie,sales,Sales Support Coordinator,file_access_success,10,0,0,1,0,0,0,0,0,0,3,1,1430,routine_access,0.209,0.171,0,1,normal
archie,hr,HR Assistant,login_success,12,0,0,5,0,0,0,0,0,0,3,1,730,repeated_legitimate_access,0.031,0.016,1,1,normal
rosie,sales,Sales Support Coordinator,file_access_success,19,0,0,1,1,0,0,0,0,0,3,1,169,routine_access,0.062,0.168,3,2,normal
ethan,hr,HR Advisor,file_access_success,12,0,1,3,0,0,0,0,0,0,3,1,1316,normal_login_access,0.123,0.118,4,1,normal
sam,it,Junior IT Support Technician,login_success,17,0,0,5,0,0,0,0,0,0,2,1,1100,normal_login_access,0.071,0.01,1,2,normal
chloe,hr,HR Advisor,login_success,10,0,0,1,0,0,0,0,0,0,1,2,1054,repeated_legitimate_access,0.069,0.059,0,3,normal
alex,it,IT Manager,file_access_success,10,0,1,1,0,0,0,0,0,0,1,1,790,normal_login_access,0.203,0.053,1,2,normal
oscar,sales,Sales Executive,file_access_success,13,0,1,4,0,0,0,0,0,0,2,1,927,normal_login_access,0.138,0.137,3,3,normal
ruby,sales,Sales Executive,file_access_success,17,0,0,2,0,0,0,0,0,0,1,1,1443,repeated_legitimate_access,0.073,0.035,3,3,normal
jack,sales,Senior Sales Executive,login_success,11,0,0,1,0,0,0,0,0,0,1,1,1643,normal_login_access,0.229,0.146,1,3,normal
ben,office_admin,Deputy Office Manager,file_access_success,10,0,0,2,0,0,0,0,0,0,2,1,47,routine_access,0.248,0.138,1,1,normal
jake,finance,Financial Analyst,login_success,16,0,0,2,0,0,0,0,0,0,3,2,559,repeated_legitimate_access,0.083,0.143,4,2,normal
emma,finance,Accounts Payable Assistant,file_access_success,15,0,0,2,0,0,0,0,0,0,3,1,155,repeated_legitimate_access,0.211,0.186,1,2,normal
erin,it,Identity and Access Administrator,file_access_success,10,0,0,5,0,0,0,0,0,0,1,1,69,repeated_legitimate_access,0.046,0.139,1,2,normal
adam,it,Senior IT Support Engineer,login_success,14,0,0,3,0,0,0,0,0,0,1,1,70,normal_login_access,0.14,0.089,4,1,normal
adam,it,Senior IT Support Engineer,file_access_success,9,0,0,4,0,0,0,0,0,0,2,1,1275,repeated_legitimate_access,0.016,0.156,1,1,normal
jack,sales,Senior Sales Executive,file_access_success,18,1,0,3,0,0,0,0,1,0,2,1,1347,routine_access,0.056,0.119,1,1,normal
emma,finance,Accounts Payable Assistant,login_success,16,0,0,1,0,0,0,0,0,0,1,1,247,normal_login_access,0.17,0.016,4,2,normal
george,sales,Business Development Executive,file_access_success,15,0,0,5,0,0,0,0,0,0,2,1,594,repeated_legitimate_access,0.034,0.192,2,1,normal
nathan,it,Senior Systems Administrator,login_success,11,1,0,3,0,0,0,0,1,0,3,1,759,routine_access,0.034,0.098,4,3,normal
ryan,it,Network Administrator,file_access_success,11,0,0,1,0,0,0,0,0,0,3,1,1166,repeated_legitimate_access,0.232,0.065,2,1,normal
ava,hr,Employee Relations Advisor,login_success,9,0,0,2,0,0,0,0,0,0,1,1,1208,routine_access,0.158,0.075,2,2,normal
nathan,it,Senior Systems Administrator,file_access_success,8,0,0,1,0,0,0,0,0,0,2,1,235,normal_login_access,0.202,0.059,0,3,normal
lily,hr,HR Assistant,file_access_success,13,0,0,2,0,0,0,0,0,0,2,1,741,repeated_legitimate_access,0.022,0.045,0,3,normal
amelia,hr,Senior HR Advisor,file_access_success,20,0,0,1,1,0,0,0,0,0,2,1,1164,normal_login_access,0.235,0.06,3,2,normal
lucy,it,Monitoring and Logging Analyst,login_success,9,0,0,4,0,0,0,0,0,0,3,1,102,routine_access,0.035,0.021,0,3,normal
ryan,it,Network Administrator,login_success,17,0,0,3,0,0,0,0,0,0,2,1,747,routine_access,0.215,0.121,0,2,normal
ruby,sales,Sales Executive,file_access_success,18,0,0,2,0,0,0,0,0,0,1,1,718,normal_login_access,0.097,0.07,2,1,normal
lucas,sales,Sales Manager,file_access_success,9,0,0,1,0,0,0,0,0,0,3,1,1709,normal_login_access,0.104,0.182,4,1,normal
zoe,it,Systems Administrator,file_access_success,9,0,0,2,0,1,0,0,0,0,1,2,229,routine_access,0.007,0.023,4,2,normal
owen,it,Endpoint Administrator,login_success,17,0,0,2,0,0,0,0,0,0,1,1,1376,routine_access,0.184,0.056,2,1,normal
sophie,finance,Payroll Administrator,file_access_success,14,0,0,1,0,0,0,0,0,0,1,1,1694,repeated_legitimate_access,0.122,0.112,4,2,normal
callum,it,IT Support Technician,login_success,16,0,0,1,0,0,0,0,0,0,1,2,524,repeated_legitimate_access,0.155,0.082,3,1,normal
ella,sales,Senior Sales Executive,file_access_success,8,0,0,1,0,0,0,0,0,1,2,1,1669,routine_access,0.08,0.04,4,1,normal
daniel,finance,Senior Accountant,login_success,9,0,0,1,0,0,0,0,0,0,3,1,303,normal_login_access,0.165,0.114,2,2,normal
mason,hr,Recruitment Coordinator,file_access_success,18,0,0,4,0,0,0,0,0,0,2,1,592,repeated_legitimate_access,0.059,0.05,4,2,normal
emma,finance,Accounts Payable Assistant,file_access_success,9,0,0,3,0,0,0,0,0,0,2,1,1044,routine_access,0.248,0.087,1,3,normal
ella,sales,Senior Sales Executive,file_access_success,11,0,0,5,0,0,0,0,0,0,3,1,58,normal_login_access,0.073,0.127,0,3,normal
adam,it,Senior IT Support Engineer,file_access_success,15,0,0,5,0,0,0,0,0,0,1,1,615,routine_access,0.105,0.166,3,1,normal
rosie,sales,Sales Support Coordinator,file_access_success,17,0,0,2,0,0,0,0,0,0,2,1,560,repeated_legitimate_access,0.13,0.168,2,3,normal
amelia,hr,Senior HR Advisor,file_access_success,14,0,0,3,0,0,0,0,0,0,3,1,668,normal_login_access,0.062,0.004,2,1,normal
noah,finance,Credit Controller,login_success,13,0,1,1,0,0,0,0,0,0,2,1,1619,repeated_legitimate_access,0.209,0.023,2,1,normal
nina,office_admin,Site Administrator,login_success,10,1,0,5,0,0,0,0,1,0,2,1,1621,repeated_legitimate_access,0.093,0.049,2,2,normal
olivia,finance,Financial Reporting Accountant,login_success,16,0,0,4,0,0,0,0,0,0,2,1,310,repeated_legitimate_access,0.143,0.014,0,3,normal
megan,it,IT Support Engineer,file_access_success,10,0,0,4,0,0,0,0,0,0,2,1,102,normal_login_access,0.103,0.05,1,3,normal
theo,sales,Junior Sales Executive,login_success,12,0,0,2,0,0,0,0,0,0,2,1,1597,repeated_legitimate_access,0.036,0.096,2,1,normal
emma,finance,Accounts Payable Assistant,file_access_success,9,0,0,2,0,0,0,0,0,0,2,1,1511,routine_access,0.053,0.127,1,1,normal
hannah,it,Security Administrator,login_success,8,0,0,4,0,0,0,0,0,0,1,1,762,normal_login_access,0.083,0.181,0,2,normal
archie,hr,HR Assistant,login_success,17,0,0,1,0,0,0,0,0,0,3,1,802,repeated_legitimate_access,0.034,0.048,2,1,normal
sarah,hr,HR Manager,file_access_success,17,1,0,4,0,0,0,0,0,0,1,1,1044,normal_login_access,0.222,0.125,2,2,normal
adam,it,Senior IT Support Engineer,file_access_success,15,0,0,2,0,0,0,0,0,0,3,1,171,repeated_legitimate_access,0.055,0.174,1,3,normal
ben,office_admin,Deputy Office Manager,file_access_success,11,0,0,4,0,0,0,0,0,0,2,1,891,normal_login_access,0.237,0.14,2,1,normal
oscar,sales,Sales Executive,file_access_success,10,0,0,1,0,0,0,0,0,0,1,2,1618,repeated_legitimate_access,0.064,0.038,4,1,normal
freya,sales,Sales Executive,login_success,9,0,0,5,0,0,0,0,0,0,1,1,476,repeated_legitimate_access,0.227,0.031,1,3,normal
emma,finance,Accounts Payable Assistant,login_success,13,0,0,1,0,0,0,0,0,0,3,1,515,repeated_legitimate_access,0.062,0.154,0,1,normal
mason,hr,Recruitment Coordinator,file_access_success,18,0,0,4,1,0,0,0,0,0,3,1,1623,repeated_legitimate_access,0.216,0.039,4,3,normal
emma,finance,Accounts Payable Assistant,login_success,11,0,0,4,0,0,0,0,0,0,3,1,1022,normal_login_access,0.217,0.199,3,2,normal
leo,hr,Learning and Development Coordinator,file_access_success,15,1,0,4,0,0,0,0,1,0,1,1,216,routine_access,0.129,0.161,1,2,normal
chloe,hr,HR Advisor,file_access_success,15,0,0,5,0,0,0,0,0,0,2,1,677,normal_login_access,0.122,0.158,0,1,normal
oscar,sales,Sales Executive,file_access_success,9,0,0,4,0,0,0,0,0,0,2,1,494,normal_login_access,0.091,0.143,1,2,normal
ella,sales,Senior Sales Executive,file_access_success,8,0,0,1,0,0,0,0,0,0,3,1,1761,routine_access,0.11,0.091,1,1,normal
poppy,sales,Sales Administrator,file_access_success,14,1,0,3,0,0,0,0,1,0,2,1,1286,repeated_legitimate_access,0.086,0.044,3,1,normal
poppy,sales,Sales Administrator,login_success,13,0,0,2,0,0,0,0,0,0,1,1,643,normal_login_access,0.225,0.14,4,1,normal
callum,it,IT Support Technician,login_success,11,0,0,2,0,1,0,0,0,0,3,1,544,routine_access,0.03,0.121,1,2,normal
charlie,sales,Sales Support Assistant,file_access_success,10,0,0,5,0,0,0,0,0,0,1,1,1397,normal_login_access,0.122,0.195,1,2,normal
daisy,sales,Business Development Executive,file_access_success,9,0,0,4,0,0,0,0,0,0,2,1,209,routine_access,0.228,0.153,4,3,normal
ruby,sales,Sales Executive,login_success,18,0,0,2,0,0,0,0,0,0,1,1,1061,repeated_legitimate_access,0.038,0.13,0,2,normal
ella,sales,Senior Sales Executive,login_success,14,0,0,2,0,0,0,0,0,0,3,2,1036,repeated_legitimate_access,0.083,0.149,4,2,normal
millie,sales,Account Executive,file_access_success,15,0,0,4,0,0,0,0,0,0,2,1,599,repeated_legitimate_access,0.128,0.138,0,1,normal
lucy,it,Monitoring and Logging Analyst,file_access_success,12,0,0,2,0,0,0,0,0,0,1,1,443,repeated_legitimate_access,0.124,0.02,4,3,normal
